1.326895317,4.473642333
0.190173284,3.592149666
0.101620717,4.518927269
0.114430104,9.979995061
0.419346693,5.879001447
0.452607031,2.613918025
1.669315836,0.896738834
0.529470497,2.047971569
0.690965223,2.355911553
0.530037064,8.493289686
0.688597561,1.645795606
1.626044876,8.148074606
0.004211839,2.381321835
0.056273347,6.981556919
0.17741241,1.356533528
0.534154818,0.134675028
0.829872564,5.515371604
1.028550143,3.850781723
1.671194461,2.246930516
0.643107508,2.690235037
0.514275453,5.097619104
0.631956284,6.442158325
0.315179164,1.657757931
0.196954576,0.303111479
0.289592032,4.930026276
0.654091219,5.612798253
2.559214876,0.795362185
0.564856023,1.670250946
0.782286095,2.887727627
0.09371585,1.327783354
0.013608151,1.029237404
0.805645424,6.27140803
1.170260515,2.590271817
0.012492886,5.875125398
0.338388275,0.17115693
0.373543215,2.738520853
0.453623389,5.110722095
0.026677997,2.614076606
1.12732397,3.168781422
0.651466148,3.352387758
0.852836792,8.094337797
0.346796393,6.004961483
0.830864296,0.521325545
0.050445551,3.186822386
0.123558083,0.09222578
0.149687796,4.375905386
0.315655298,4.680554797
0.307513038,0.66344682
0.618092685,2.053899979
0.098039685,4.333619834
0.379056106,1.974101097
0.091806532,13.26297745
0.732266172,1.798484165
1.316730354,1.707258718
0.470155535,5.532743385
0.081367414,6.48984885
0.336306434,2.96737495
0.236881306,4.579353117
0.943919632,0.006057527
1.210105981,2.856490129
0.242131382,4.903108495
0.189530325,0.116646094
0.420121249,2.503761473
0.104015435,0.608386642
0.06724681,1.45776293
0.581728716,1.16869629
0.803736717,10.4922553
0.426114324,3.684292164
1.810236367,9.514105458
0.502635264,2.222573379
1.096514457,0.634944215
0.342009246,0.560737958
0.216636491,3.500487004
0.626284639,5.481056361
0.350518226,3.111678308
0.127857653,1.266981532
0.140501838,0.323966077
0.787037074,2.722745941
0.341769161,0.573807375
1.233103335,0.696133502
1.453602833,0.980692026
0.380961712,3.700922208
0.145505533,1.899401984
0.638024602,9.470375779
0.228989123,2.947822152
0.345223857,0.627432133
0.128463318,0.915781133
0.218141814,1.246439687
0.526129383,0.170794636
0.187661657,0.873749896
0.732096487,1.424103467
0.761256631,2.738446317
0.956656808,2.731315905
1.496924426,12.35886863
0.056765184,4.769457944
1.208018886,1.099988439
0.204778104,0.216185623
0.875444367,4.122686615
1.141884786,2.097141037
0.021827222,2.857953909
0.108950533,0.125718791
0.174425191,3.764533099
0.49308827,6.525138527
0.045084417,3.289859024
0.077126604,0.504071122
0.362656003,0.853650434
0.584530246,1.717114457
0.971148679,3.720373881
0.521156173,2.376272352
0.435681001,3.829395675
0.62086495,0.3023314
0.145454876,6.414523518
1.152091602,0.704481387
0.291961393,1.146912585
0.010367151,1.129348615
1.605218442,1.087349805
0.528100387,5.267705698
0.359957379,1.4188047
0.573412613,1.096791247
0.336221882,0.476802547
1.305168079,3.686130002
0.362710999,1.556332824
0.037447924,2.706870294
0.41909607,0.2969424
0.477571895,2.489586393
1.419760098,0.623428357
0.268382372,2.602769192
0.153561565,3.302840939
0.05123411,6.148844894
0.332614495,3.378867901
0.312429284,7.75713588
0.015105556,1.162889599
0.592538663,2.862222092
0.631060758,3.508958012
0.654317566,0.717491158
0.267517337,4.683573247
0.007606996,0.568944112
1.198311408,0.828784331
0.778846815,1.121157157
0.090281054,4.42954842
0.18755474,2.412403248
0.472017672,2.676478576
0.226663952,0.091738734
0.084824254,9.121647245
0.09758415,3.004208835
1.01205894,9.040381669
0.171311827,0.630916696
0.439954837,2.254989266
0.302563459,0.744388367
0.264815786,0.57339339
1.071230907,0.298451319
0.589978446,0.303111251
0.163747674,0.43082727
0.033305123,1.231516563
0.110712273,1.044119562
1.341796452,1.202160296
0.963492666,1.26951261
1.547607654,0.444681709
0.026834029,2.137760824
0.433121727,7.456453259
0.327440641,11.2450935
0.010974043,0.163454946
0.233899402,0.752430086
0.267296079,5.082292061
0.463053419,6.111920406
0.556987944,0.74289497
0.912758551,0.668845506
0.755988225,0.047997444
0.255997357,2.504854114
0.79122575,5.651138031
1.11804445,4.697482532
0.152237606,6.123145949
2.263966044,4.318927589
0.959706993,1.278383782
0.657409644,6.529944843
0.219691142,0.261649461
1.074029345,3.256968308
1.012321743,1.346321275
1.559135817,3.921181949
5.36E-05,3.664472304
0.008339686,7.949480141
0.18848989,1.484009535
2.681820054,1.346274288
0.080580058,1.248322984
0.091587231,0.600136991
0.71059207,1.237725825
0.036032543,0.490829523
0.611193044,0.870737596
0.316652286,0.347340737
0.005120236,0.069141068
0.745436176,6.705066381
0.790427678,5.444043803
0.081006265,3.562059242
0.011994541,0.328804583
0.717876293,0.945015843
0.126588912,0.52544532
0.152023897,0.027296098
0.305202831,4.744817103
0.143792318,4.784976082
0.419993149,1.016712643
0.938472429,0.082771605
0.237487613,1.275166478
0.283226531,0.609689487
0.893741841,1.786018738
0.231916899,6.38307988
0.020699243,1.351105232
0.404471518,0.337433497
0.300052734,2.577101275
0.646039621,1.740434484
0.237769881,1.318313333
0.918365329,0.296674181
0.316793038,6.663283674
0.413503232,6.053950632
